"","...1","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"283",283,"22",43582667,43583855,1189,"*",7,2.55310589903106e-29,3.19988738507052e-08,0.00040730783090576,1.52603783172889e-08,-0.339967481587415,-0.131312088883158,"TTLL12"
"284",284,"11",124669480,124670850,1371,"*",11,1.65288580026887e-48,6.61999451156758e-08,0.00022456016425454,1.53224101532805e-08,-0.473052374081503,-0.105507797344548,"RP11-677M14.7, MSANTD2"
"285",285,"10",86004395,86005121,727,"*",7,1.38465970815398e-76,8.07889979525427e-07,5.88350751250534e-05,1.55958377794688e-08,-0.174513804928332,-0.11520526219973,"RGR"
"286",286,"6",36098398,36099195,798,"*",4,1.01929594961958e-62,8.93117251395508e-08,7.05281930613509e-05,1.60732993225145e-08,-0.14745499730602,-0.11122092830395,"MAPK13"
"287",287,"19",2611105,2611690,586,"*",5,1.01790164536335e-58,7.74857382877611e-08,9.5783006436038e-05,1.6168668452367e-08,-0.430975802062613,-0.11348354931222,"GNG7, CTC-265F19.2"
"288",288,"19",15568360,15568935,576,"*",5,1.12824952845636e-51,6.7509983610198e-09,0.00011460681217548,1.64512960957241e-08,-0.226870565659062,-0.151278844427714,"RASAL3"
"289",289,"3",121286354,121286820,467,"*",3,2.49162208405745e-42,3.38713650120864e-09,0.0001850665321893,1.75164404689121e-08,0.383011676418836,0.108243590705342,NA
"290",290,"16",4431502,4432164,663,"*",3,2.43585170212413e-45,5.44484886012104e-09,7.85025967936848e-05,1.81774232468569e-08,-0.247964188249783,-0.141050190580161,"VASN, CORO7-PAM16, CORO7"
"291",291,"11",112131049,112131713,665,"*",3,1.31895149741692e-199,2.28609609731567e-07,1.28989533717343e-07,1.81962709042878e-08,-0.44136464624385,-0.171364971810127,"PTS, AP002884.2, PLET1"
"292",292,"10",134587114,134588040,927,"*",4,1.08914877198837e-35,4.97269149170154e-09,0.00026823327798856,1.8774530637573e-08,-0.397278987704529,-0.173247375568246,"INPP5A"
"293",293,"2",240035894,240036897,1004,"*",3,1.13382194872865e-119,2.49834940986245e-07,8.71584187455291e-07,1.91019729952343e-08,0.352982344085065,0.131378732034599,"HDAC4"
"294",294,"19",12948848,12950151,1304,"*",10,9.37856830131115e-60,2.86870930177261e-06,0.00037122599818664,1.9142437012953e-08,-0.212848468689808,-0.102025447686995,"MAST1, HOOK2"
"295",295,"22",28196226,28197197,972,"*",5,2.86360690814229e-49,2.07602536080034e-08,0.00034937588067646,1.98494910612371e-08,-0.214372916180703,-0.111745056289267,"MN1"
"296",296,"15",70232766,70233856,1091,"*",4,3.04360838403131e-37,7.19937279837355e-09,0.0001705909483909,1.98751380149593e-08,-0.277183839283751,-0.14533976286243,NA
"297",297,"2",238446065,238447184,1120,"*",4,7.38767251123269e-55,7.68267040429233e-08,7.1043153101941e-05,2.01818352304052e-08,-0.473177146052886,-0.218161790365507,"MLPH"
"298",298,"10",116697070,116698451,1382,"*",11,9.52305544022998e-122,3.24261646698581e-05,1.88276290315673e-05,2.03238280993282e-08,-0.383331928772248,-0.104145598335105,"TRUB1"
"299",299,"18",55469021,55469864,844,"*",4,1.45320769997653e-86,9.81901990456982e-08,1.65693691019979e-05,2.05566393788498e-08,-0.23467871368313,-0.155025422579482,"ATP8B1"
"300",300,"9",98279112,98279753,642,"*",4,5.6252664014454e-44,2.18583007716244e-08,0.00029063183194203,2.05622140198191e-08,-0.327194572454848,-0.11310525411152,"PTCH1"
"301",301,"19",48918116,48919401,1286,"*",4,5.4315132568833e-58,5.56120182167265e-08,9.9375390900535e-05,2.06228230724425e-08,-0.5022382206273,-0.17397604030754,"GRIN2D"
"302",302,"8",1248861,1249215,355,"*",5,8.49491022307381e-48,6.10978345705679e-07,0.00017347795859885,2.2135837873906e-08,-0.356885151392632,-0.113089090568075,"CTD-2281E23.1"
"303",303,"20",32847653,32848452,800,"*",4,1.6302392119825e-107,1.68587213947517e-07,2.56495401862418e-06,2.32014720487983e-08,-0.32314757078375,-0.135914256747173,"ASIP, RP4-785G19.5"
"304",304,"19",55880286,55880984,699,"*",4,2.48017990701123e-65,5.79872372195143e-07,6.06493935158665e-05,2.33158340994414e-08,-0.367605706502444,-0.129302084050646,"IL11"
"305",305,"1",245411583,245411712,130,"*",3,4.73168914115446e-51,7.07553657334172e-09,3.75761503336048e-05,2.33503038465986e-08,0.408534293447815,0.125224376904206,"KIF26B"
"306",306,"2",121427380,121427740,361,"*",3,7.32747759606094e-88,2.06276045432606e-08,3.50106182446927e-06,2.43064846353018e-08,-0.325989849154515,-0.159594228606961,NA
"307",307,"1",2108748,2109388,641,"*",3,2.13593239654139e-104,1.84879921835376e-08,5.77458129001259e-06,2.44792112925655e-08,-0.348555197451182,-0.187692168289992,"PRKCZ"
"308",308,"15",41708739,41709933,1195,"*",10,4.70215024566476e-57,3.15454273189339e-05,0.00039423181749073,2.46844160842185e-08,-0.286603119866238,-0.115415500880642,"RTF1"
"309",309,"11",75063246,75063913,668,"*",3,2.86483681041684e-38,4.59204750774651e-09,0.00026825779952752,2.49768044012955e-08,-0.174466040606789,-0.102212177513321,NA
"310",310,"5",140552105,140553150,1046,"*",10,8.87841551295806e-35,3.66782228332916e-08,0.00153352455771253,2.50312562593719e-08,-0.334931851263757,-0.132460168603393,"PCDHB7"
"311",311,"8",144924893,144925527,635,"*",4,3.03417923752422e-37,4.52381374828546e-09,0.00031471957392547,2.50955895172301e-08,0.412519989998368,0.166798819858537,NA
"312",312,"4",860838,861224,387,"*",3,4.56516961179422e-102,3.32757966255341e-08,2.45758270083349e-06,2.5709928017392e-08,-0.286921479742737,-0.182222203075821,"GAK"
"313",313,"13",45965548,45966279,732,"*",3,1.88843158889679e-65,1.33613726734888e-07,2.8263930079336e-05,2.62104898649161e-08,-0.225033060565189,-0.160286643827718,"TPT1-AS1"
"314",314,"19",9965044,9965432,389,"*",4,1.26710766982632e-58,6.08054282806962e-08,8.49890871169847e-05,2.63769193478095e-08,-0.372631300698058,-0.221608234511653,"OLFM2"
"315",315,"19",42407471,42408464,994,"*",4,3.62137481965945e-35,1.35715885613827e-07,0.00018971576967446,2.66562686868916e-08,-0.346241730020547,-0.100220765614542,"ARHGEF1"
"316",316,"9",6007064,6008675,1612,"*",5,2.04824719249244e-29,8.85055203913975e-08,0.00025714945888541,2.77703141075247e-08,-0.272156427174977,-0.124814277720114,"MIR4665, KIAA2026"
"317",317,"1",155166889,155167780,892,"*",3,2.24775769348838e-44,6.72002950907881e-09,8.93525677706515e-05,2.78981168212087e-08,-0.17570462638609,-0.141346194898931,"RP11-263K19.4, THBS3"
"318",318,"9",132652466,132652889,424,"*",3,7.92584129639419e-84,1.86974152810581e-06,1.45545010191233e-05,2.84962965041054e-08,-0.254209705573942,-0.177107991523661,"FNBP1"
"319",319,"22",22901569,22902237,669,"*",11,4.8231579674994e-52,8.82445478764216e-07,0.00053146073290736,2.92069771721532e-08,-0.327708965297531,-0.101003441159424,"LL22NC03-63E9.3, PRAME"
"320",320,"16",8988684,8988917,234,"*",3,1.34303342996731e-37,6.57473087792841e-09,0.00019980904710211,2.94324019753033e-08,-0.446482861289078,-0.17146680476589,"USP7"
"321",321,"2",3685207,3685756,550,"*",4,3.2275334257794e-57,1.18915518402523e-07,6.82109706315531e-05,2.96131282481299e-08,0.495663851165898,0.111874065640583,"COLEC11"
"322",322,"19",436541,437061,521,"*",3,2.87586723227669e-43,7.82362316286351e-09,0.00014833040648565,2.995433191952e-08,-0.224664034543609,-0.11062067425794,"SHC2"
"323",323,"9",114423570,114424292,723,"*",3,1.58067332582918e-30,5.52283587357788e-09,0.00035279332179696,3.04631988888218e-08,-0.521374911285489,-0.206066495605661,"DNAJC25, DNAJC25-GNG10, GNG10"
"324",324,"2",45870238,45871073,836,"*",5,6.38980216427834e-31,7.8637045569826e-09,0.00066654383213106,3.08259896490691e-08,-0.28735495228635,-0.10180007575869,NA
"325",325,"11",117957509,117958104,596,"*",4,1.44924373965736e-41,1.60697142051584e-07,0.0002644956033216,3.22386432281591e-08,-0.332442571830835,-0.148439500572888,"TMPRSS4"
"326",326,"17",47957813,47958261,449,"*",5,1.14144608959893e-29,1.39172399548066e-08,0.00103381725631323,3.24002686847841e-08,0.460126548379937,0.112134601855749,NA
"327",327,"12",46662743,46664096,1354,"*",10,3.34648212262403e-44,5.21806620094896e-06,0.0008044636647294,3.2590077094802e-08,-0.320272075641237,-0.138053305482592,"SLC38A1"
"328",328,"15",25513277,25514628,1352,"*",5,2.8651068055552e-30,1.53590728110276e-08,0.00034286750671897,3.26374343543546e-08,0.514684563307148,0.132847086080933,"SNHG14, SNORD115-47"
"329",329,"7",157986877,157987184,308,"*",3,2.45221652379876e-90,4.97816566248004e-07,5.27009328953957e-06,3.4429569527701e-08,-0.417473275312175,-0.154991615211179,"PTPRN2"
"330",330,"2",128158438,128159058,621,"*",5,2.91546974918191e-56,1.85241403149074e-08,7.37237191370448e-05,3.45608214336083e-08,0.255001330695787,0.106731100918322,NA
"331",331,"10",5935953,5936426,474,"*",4,5.61089857069454e-54,9.84542956816703e-08,0.00010014915305499,3.55342099520457e-08,-0.338862132116788,-0.128522401717391,"FBXO18"
"332",332,"15",63115340,63116514,1175,"*",8,9.91348275175922e-39,1.19835827613416e-06,0.0007022336732712,3.57488147047915e-08,-0.29558164259724,-0.116484841476865,"TLN2, MIR190A"
"333",333,"19",35759692,35760861,1170,"*",7,1.90273849715423e-30,6.37348823124538e-07,0.00091599592124463,3.58210497621257e-08,-0.331566944096049,-0.102937450840622,"USF2"
"334",334,"10",49482695,49483700,1006,"*",7,3.33132863066227e-66,4.72590853257504e-07,9.14655391809587e-05,3.61634196665777e-08,-0.344257657867503,-0.153300491430089,"FRMPD2"
"335",335,"9",99179801,99181234,1434,"*",5,1.03730589717687e-51,7.84572841909643e-08,0.00022350031666103,3.66939062053061e-08,-0.288674819904008,-0.12328744644364,"ZNF367"
"336",336,"1",6313762,6314113,352,"*",4,6.26565964951303e-49,1.11657424048381e-08,6.39339723519365e-05,3.69995972186196e-08,0.427683203116569,0.121314878800538,"GPR153"
"337",337,"7",515755,516966,1212,"*",4,7.68524334952272e-37,1.81680489077858e-08,0.00016212880827066,3.73999842051085e-08,-0.193675292537349,-0.102553867239136,NA
"338",338,"7",598459,599291,833,"*",7,7.07789344377469e-47,1.16822117932532e-07,0.00034856754131333,3.76089427664461e-08,-0.375422519307533,-0.121052344480621,"PRKAR1B"
"339",339,"5",32313017,32313494,478,"*",10,2.23938328409498e-42,9.84168238060721e-08,0.00077955159516951,3.80139950704236e-08,-0.330566329891456,-0.136478338060449,"MTMR12"
"340",340,"12",124343736,124344237,502,"*",5,0,0.0005583652448423,8.5435436807531e-09,3.82926754804199e-08,-0.465235394327176,-0.149687150487872,"DNAH10"
"341",341,"8",141290075,141290188,114,"*",3,1.0967297326598e-31,7.00252144597238e-09,0.00042165355291148,3.89473119505602e-08,-0.480503620893715,-0.218436786518492,"TRAPPC9"
"342",342,"3",127394884,127395387,504,"*",4,1.81376697048471e-48,1.49103878223825e-08,7.8377562227611e-05,3.91597174593394e-08,0.378644784339613,0.10303972016327,"ABTB1"
"343",343,"2",175436409,175436630,222,"*",3,6.06006618890035e-112,1.43809053493874e-07,9.45894887736712e-07,4.00214423285795e-08,0.491757709243121,0.123598782738708,"AC018890.6, WIPF1"
"344",344,"17",43862247,43863356,1110,"*",7,1.3816101088704e-82,3.92889349740286e-05,4.89084614529889e-05,4.03935188053657e-08,-0.433108621505787,-0.116333186853564,"CRHR1, RP11-105N13.4"
"345",345,"11",65409760,65410126,367,"*",4,9.91663897380288e-48,4.4249399202139e-06,0.00014747828831494,4.2446884405923e-08,-0.293989421186511,-0.126413290034734,"SIPA1"
"346",346,"4",108814200,108814604,405,"*",3,3.8636005964248e-129,4.65969400328604e-07,6.38015965238928e-07,4.31115217928087e-08,-0.312610822921097,-0.140295110698903,"SGMS2, RP11-286E11.1"
"347",347,"1",163037105,163038703,1599,"*",3,7.27504791434701e-239,0.00043543573455876,1.2752928335327e-07,4.34065174337474e-08,0.480859659784863,0.136622029296065,"RGS4"
"348",348,"6",37616410,37618514,2105,"*",11,1.69868140490619e-36,2.99803198630286e-06,0.00042030972061366,4.45281403020941e-08,-0.50069582806408,-0.103322771142689,"MDGA1"
"349",349,"9",131872920,131873891,972,"*",4,1.83628677898932e-93,9.9544829957564e-06,1.4155353843363e-05,4.63150911664962e-08,-0.27898641727879,-0.149932691584362,"PPP2R4, CRAT"
"350",350,"1",44087716,44087800,85,"*",3,6.88530859255497e-75,2.64264386205346e-06,1.56116861746472e-05,4.8337094402315e-08,-0.362736789126139,-0.138549674564569,"PTPRF"
"351",351,"1",41487317,41488323,1007,"*",6,4.19061161220766e-31,8.84202704656502e-07,0.00094452136583882,4.91942157821731e-08,-0.327767121097431,-0.117247143941162,"SLFNL1"
"352",352,"1",1985500,1987129,1630,"*",5,1.34695224831483e-102,3.12136349669364e-06,4.08566397346034e-06,4.96243827524421e-08,-0.473435575801482,-0.131115382715073,"PRKCZ"
"353",353,"15",86283707,86284469,763,"*",4,1.95948107133283e-53,9.69657451196635e-08,5.03893793311519e-05,5.04321563559061e-08,-0.181914570682226,-0.123928377312498,"AKAP13"
"354",354,"12",133706590,133707523,934,"*",9,3.07146265066642e-27,1.82582367559619e-08,0.00346326427351508,5.4783083208646e-08,-0.326583469478512,-0.122609125744842,"ZNF10, ZNF891"
"355",355,"5",141255282,141256648,1367,"*",4,7.45625726355197e-143,1.66560345667081e-05,9.0157742091949e-07,5.50569481469297e-08,-0.302061490520703,-0.119792471655701,"PCDH1"
"356",356,"19",54480951,54481859,909,"*",5,4.11525820352158e-42,1.42289914586738e-07,0.00026053566152305,5.50745767040031e-08,-0.295520136388496,-0.127077309897208,"CACNG8"
"357",357,"20",39994857,39996177,1321,"*",10,1.32722369028019e-80,6.90961861948152e-05,0.00010742942335479,5.59956978345198e-08,-0.419450000962015,-0.127150066721581,"EMILIN3"
"358",358,"10",3365253,3365315,63,"*",3,1.21480407282484e-47,3.72099700343629e-08,7.22969496130783e-05,5.67713948177044e-08,-0.431313689926918,-0.177430777966314,NA
"359",359,"7",157352978,157353191,214,"*",5,5.35666034336466e-38,7.46318794236273e-08,0.00037153457426985,5.70886508815421e-08,-0.370628627987949,-0.148633363524814,"PTPRN2"
"360",360,"19",37701393,37702135,743,"*",9,3.40989164642095e-32,1.86766267131495e-08,0.0014653743030625,5.72408022516046e-08,-0.324361993664559,-0.105527791426548,"CTC-454I21.3, ZNF585B"
"361",361,"17",17480461,17481059,599,"*",6,2.71235710865976e-41,2.04970915206265e-07,0.00033661157525058,5.73670841572048e-08,-0.192008396481894,-0.136011832192815,"PEMT"
"362",362,"7",73623637,73624373,737,"*",4,8.59376455092511e-55,8.37241252187118e-08,6.51638911637423e-05,5.76311715721054e-08,0.411085901563631,0.123384782433941,"LAT2"
"363",363,"11",2287347,2288051,705,"*",5,3.76702037389508e-31,2.41689922942998e-08,0.00084083636992389,5.77472341864799e-08,-0.273820650090584,-0.110590436891239,NA
"364",364,"6",33969752,33970166,415,"*",5,1.82322206262758e-26,4.92137230727873e-09,0.00166950832160095,5.86112679827259e-08,0.437065027666725,0.205454589073729,NA
"365",365,"1",3617661,3617886,226,"*",3,1.75235163812565e-64,1.23123505540518e-07,2.28744765577768e-05,5.9057217716483e-08,-0.242202649509078,-0.15990947942869,"TP73"
"366",366,"10",62148959,62150864,1906,"*",7,4.16672558901764e-50,8.53993868049311e-06,0.00011244801666996,5.92910076792471e-08,-0.497363499399646,-0.116348050177146,"ANK3"
"367",367,"1",153589528,153590243,716,"*",4,3.63614546680295e-30,1.88630675534392e-08,0.00075959035357767,5.95514177289803e-08,-0.258635669617906,-0.113002990638955,NA
"368",368,"15",41793881,41795475,1595,"*",7,1.27613490554493e-53,4.11653770394682e-06,0.00012440039344037,6.37895895862145e-08,-0.379752214474297,-0.106068497987889,"ITPKA"
"369",369,"14",71787552,71788528,977,"*",5,4.33315714267226e-35,1.62880925683601e-07,0.00050791610977546,6.64783954372073e-08,-0.309644540733597,-0.1407353189871,"SIPA1L1, RP1-261D10.2"
"370",370,"12",25537944,25539197,1254,"*",6,2.37833668607687e-34,7.49514509659537e-08,0.00053399811409015,6.6847091582184e-08,-0.181208329580796,-0.106683224578492,NA
"371",371,"14",88792913,88793741,829,"*",10,1.29315950307237e-52,4.54439130039767e-06,0.00035351105096246,6.76575754050159e-08,-0.400065491570286,-0.170624523325593,"KCNK10"
"372",372,"1",37783871,37784244,374,"*",4,1.38607259735054e-42,4.67299477333425e-08,0.00018758431603312,6.77593811544332e-08,0.360406310103502,0.156314150768713,"RP5-1180C18.1"
"373",373,"5",11588971,11589049,79,"*",3,3.22653222334483e-80,7.98875361017459e-08,3.73077366126991e-06,6.9279009589319e-08,-0.341016774548517,-0.215820809008966,"CTNND2"
"374",374,"19",1961017,1961290,274,"*",3,2.49430771419569e-72,3.38773371942607e-07,1.10239505499788e-05,6.98647565917162e-08,-0.417952480544143,-0.225224983296629,"CSNK1G2"
"375",375,"5",135231514,135232157,644,"*",5,8.67382863173157e-44,6.52843848960644e-08,0.0001668640204366,7.11299406315456e-08,-0.320843549033221,-0.112015819205364,"IL9"
"376",376,"17",79897974,79899309,1336,"*",5,2.41320290810331e-91,2.68634069752333e-07,8.58622827243641e-06,7.12396998752516e-08,-0.380541061503547,-0.167802136004032,"PYCR1, MYADML2"
"377",377,"15",73635811,73636424,614,"*",3,9.54601110876829e-27,1.31309329313222e-08,0.00055512302802862,7.21536298457287e-08,-0.340137129803341,-0.147912103354292,"HCN4"
"378",378,"17",62075103,62075755,653,"*",7,6.05247912117489e-39,6.44816959258924e-08,0.00040350113339774,7.22773277001243e-08,-0.249275694802783,-0.104978066941821,"C17orf72, RP11-214C8.2"
"379",379,"2",2190118,2190278,161,"*",3,2.25533587720487e-51,5.76240864704418e-08,9.24808430095652e-05,7.24183863099595e-08,-0.282982671346943,-0.139306247577276,"MYT1L"
"380",380,"2",3622594,3623692,1099,"*",8,1.67941857073499e-33,4.62754510771837e-08,0.00119494162046675,7.29246636265683e-08,-0.299582339013506,-0.104429300600236,"RPS7"
"381",381,"8",21867345,21868116,772,"*",3,1.32516039332178e-28,1.28064277886538e-08,0.00063249002449582,7.29289541800122e-08,-0.442275922500666,-0.239864939957436,NA
"382",382,"15",65425131,65426185,1055,"*",4,2.71422396440173e-95,4.07320781497864e-07,5.07238292034302e-05,7.34546745524588e-08,-0.228856624668718,-0.112958870690072,"PDCD7"
"383",383,"15",28015357,28016515,1159,"*",4,9.9388039758487e-100,1.21949301086903e-06,3.9911994965198e-06,7.46352242811657e-08,-0.490365018800876,-0.141139654720993,"OCA2"
"384",384,"2",38604316,38604853,538,"*",4,3.48562524169959e-117,3.40680863960186e-07,1.43829064247905e-06,7.51053348496785e-08,-0.3484977037922,-0.128673202852772,"ATL2"
"385",385,"10",394632,395367,736,"*",5,6.83489488866246e-38,1.86651953526295e-07,0.00049297118088192,7.52013053026589e-08,-0.29688874305609,-0.154796883250686,"DIP2C"
"386",386,"21",34143410,34144556,1147,"*",10,9.13339885203404e-35,9.02434686945819e-07,0.00136447890913264,7.53246930783462e-08,-0.288062073432427,-0.101177579804168,"C21orf49, PAXBP1"
"387",387,"19",1406661,1407727,1067,"*",6,6.62831414011449e-61,4.95419154104767e-05,5.10355198522223e-05,7.67902674010466e-08,-0.255170565554363,-0.104133954000576,"DAZAP1"
"388",388,"6",167432504,167432566,63,"*",3,4.32358257161525e-31,1.64399489942995e-08,0.0003697334437149,7.68933845699393e-08,0.40524038300599,0.102012528016782,"FGFR1OP, RP11-517H2.6"
"389",389,"11",2689695,2690561,867,"*",3,4.46917149570071e-52,2.66879421705255e-08,5.12463391359298e-05,7.72581403519404e-08,-0.359419328537682,-0.10663441464441,"KCNQ1, KCNQ1OT1"
"390",390,"5",139422231,139423353,1123,"*",11,7.20907775851818e-33,2.7611896719713e-08,0.00159282228144197,7.84773363426878e-08,0.353580497050829,0.107320302201522,"NRG2"
"391",391,"3",127109560,127110575,1016,"*",3,2.08482242924234e-133,4.97082468799667e-07,5.41128919379051e-07,7.86786046223279e-08,-0.203711274152709,-0.100276785050454,NA
"392",392,"7",1053629,1054449,821,"*",6,1.29524271427318e-34,1.40719316973079e-07,0.00056535819221548,8.17963401249646e-08,-0.294351079359818,-0.117219445661695,"C7orf50"
"393",393,"4",7720788,7721563,776,"*",3,2.72866066225481e-58,4.7852781435502e-08,2.87640295689221e-05,8.43946905146108e-08,0.543532992201512,0.144967299234569,"SORCS2"
"394",394,"5",72510846,72512115,1270,"*",7,5.9818895174624e-41,3.0548400180444e-07,0.0006669006113496,9.03466464484774e-08,-0.314672471953842,-0.103572497460933,"RP11-60A8.1"
"395",395,"7",4056824,4057014,191,"*",3,3.63177630097746e-134,8.32817343784813e-05,4.50877070101617e-07,9.05878140790847e-08,-0.432403976504308,-0.245773583869932,"SDK1"
"396",396,"2",169887275,169887932,658,"*",3,4.06082415378602e-72,1.03598790693524e-07,9.97200095222748e-06,9.20615062280529e-08,0.552352465983891,0.115546458837672,"ABCB11"
"397",397,"2",202814226,202814523,298,"*",5,1.25092285971207e-31,6.16717069993356e-06,0.00067372662476521,9.45794379500559e-08,-0.337185739357858,-0.101889938263693,NA
"398",398,"6",133036545,133036651,107,"*",3,6.89751948083152e-44,3.41626882775096e-08,8.25431620585218e-05,9.58246173636853e-08,-0.271567239528761,-0.129676514658381,NA
"399",399,"19",55813339,55814218,880,"*",4,2.85454567557233e-63,3.04382428607593e-07,1.94097641677466e-05,9.58845882083213e-08,-0.450815501324597,-0.204504418265591,"BRSK1"
"400",400,"5",59995354,59996455,1102,"*",14,7.0906429471214e-113,3.00841732342553e-05,1.57198659489233e-05,9.92748295919658e-08,-0.371639239097982,-0.103792538313202,"DEPDC1B"
"401",401,"19",10218184,10218999,816,"*",3,4.00112685902025e-122,5.48881199303562e-07,4.45303217229651e-06,1.00137634702427e-07,-0.360003424565834,-0.128145542140336,"PPAN-P2RY11, PPAN, SNORD105"
"402",402,"10",1569971,1570418,448,"*",5,1.34972165554956e-37,8.2772667124643e-08,0.00034855961129854,1.00584536711253e-07,-0.27487894562397,-0.110311384379038,"ADARB2-AS1, ADARB2"
"403",403,"3",127473609,127473936,328,"*",3,8.40673963976936e-42,3.56297750326774e-08,8.31391060086701e-05,1.04609207203624e-07,-0.392560458669752,-0.177605834586974,"MGLL"
"404",404,"2",237702390,237702580,191,"*",3,1.09195384450515e-29,2.1885592885565e-08,0.00043167767935405,1.05102621277518e-07,-0.29827516131452,-0.159805093288265,NA
"405",405,"2",240172612,240172742,131,"*",3,9.52546796965796e-51,6.62420175065433e-08,6.15739053858827e-05,1.06387509717996e-07,-0.322567623008117,-0.118926056925824,"HDAC4"
"406",406,"17",74472963,74473066,104,"*",3,1.21770052409818e-31,2.81018869919457e-08,0.00032503213188994,1.08144860298078e-07,-0.413589574721988,-0.16997377104905,"RHBDF2"
"407",407,"22",44420316,44420757,442,"*",4,1.40712936858823e-46,3.46497481099954e-06,0.00020411907616227,1.15803004685658e-07,-0.255717203597459,-0.139956473058891,"PARVB"
"408",408,"12",50297477,50298731,1255,"*",7,8.38556800171524e-42,2.26401135816687e-06,0.00018056483777653,1.16725844347792e-07,-0.314188783213462,-0.1029438765002,"FAIM2"
"409",409,"11",121970285,121971247,963,"*",9,3.80938136708159e-74,1.47676514199081e-05,7.53608892233939e-05,1.18818077513572e-07,-0.428647830218984,-0.100099823230947,"RP11-166D19.1, MIR125B1"
"410",410,"5",6337408,6338418,1011,"*",5,1.47356017837997e-84,3.32371763093849e-07,9.36182727450532e-06,1.19911152699529e-07,-0.292891984865905,-0.100698365858393,"CTD-2324F15.2"
"411",411,"10",76868728,76869460,733,"*",3,1.54288339171702e-44,1.17887619873209e-07,6.73257339634894e-05,1.20184707482483e-07,-0.205771065223002,-0.173991065403779,"SAMD8, DUSP13"
"412",412,"17",78233839,78235094,1256,"*",6,7.75503754113674e-38,4.98816306598834e-07,0.00016481150863621,1.22390447210423e-07,-0.416472088629916,-0.16478613090873,"RNF213"
"413",413,"7",107203448,107204720,1273,"*",9,4.48307356436549e-45,8.0794851248724e-06,0.00041315281610529,1.22766502434081e-07,-0.292312506914606,-0.110361002350249,"DUS4L, COG5"
"414",414,"17",40259264,40260543,1280,"*",7,1.46832194778237e-42,4.69487401647311e-06,0.00019874872520898,1.2293277219485e-07,-0.205343206831997,-0.102185666657774,"DHX58"
"415",415,"19",14552013,14552350,338,"*",5,1.48269740717942e-55,5.39952944351995e-06,0.00012988182252796,1.25371998584476e-07,-0.404298777258046,-0.161422817767488,"PKN1"
"416",416,"19",58595668,58596261,594,"*",3,2.64142506923658e-99,4.81685694301288e-05,5.07741105632518e-06,1.36326209278315e-07,-0.327327263303098,-0.161486534535317,"ZNF135, ZSCAN18"
"417",417,"21",46320816,46321585,770,"*",4,2.12169781175925e-71,1.20499006777826e-06,3.46917167498562e-05,1.36588357896023e-07,-0.221987429309688,-0.125192599976246,"ITGB2"
"418",418,"2",68672738,68672834,97,"*",3,2.65266488882435e-103,6.67426514996856e-07,1.22598895617867e-06,1.4114843798124e-07,-0.503938758402022,-0.153541795487542,NA
"419",419,"1",11112976,11113287,312,"*",3,2.03333551709343e-75,1.70640942678637e-07,5.37053246002423e-06,1.42901060961233e-07,-0.244178557586587,-0.109172443930005,NA
"420",420,"9",114937740,114938015,276,"*",4,3.76723272995178e-37,2.49324095752541e-07,0.00048632210532198,1.43950973407408e-07,-0.266674365710039,-0.141352966252686,NA
"421",421,"13",60970404,60971635,1232,"*",13,5.06428239484459e-51,1.23667006574881e-06,0.00100404688285823,1.49466953227028e-07,-0.26121249092172,-0.106976078990434,"TDRD3"
"422",422,"2",135226787,135227167,381,"*",3,1.13834531340016e-28,3.14333109964238e-08,0.00047021958009484,1.52228810662658e-07,-0.181964928784994,-0.116443527519005,"TMEM163"
"423",423,"1",170253405,170253944,540,"*",3,3.11792809556391e-35,3.69308871394288e-08,0.00030886833603834,1.54567676972617e-07,-0.418823207907408,-0.229440851416928,NA
"424",424,"11",74951179,74952165,987,"*",4,8.64168772866623e-48,4.16657272563339e-08,0.00016579924582051,1.57093248352837e-07,0.40614873799221,0.163108616385661,"TPBGL, CTD-2562J17.4"
"425",425,"7",5265623,5265865,243,"*",3,8.07558802948325e-39,6.92237471553916e-08,0.00016125522519314,1.6792185013412e-07,-0.148152477839059,-0.102316181746924,"WIPI2"
"426",426,"17",77959804,77960689,886,"*",5,3.0684240249094e-46,5.82673628084601e-07,0.00013097128093153,1.68344137479462e-07,-0.215636009676731,-0.103610858942828,"TBC1D16"
"427",427,"12",56401126,56401806,681,"*",4,1.33717039449554e-56,2.25934329908701e-07,4.02134666575709e-05,1.68440004125376e-07,0.307515443543767,0.101007118204685,"IKZF4"
"428",428,"7",2613963,2614888,926,"*",6,3.2652677982927e-32,4.73524903463412e-07,0.00055562413890633,1.719909394416e-07,-0.192500834973473,-0.100960207338274,"IQCE"
"429",429,"2",33049885,33050475,591,"*",3,2.767581796219e-40,6.5163205808737e-08,0.00012129268611432,1.72992647650647e-07,-0.381361497124484,-0.114186690114113,NA
"430",430,"19",36746473,36746845,373,"*",3,4.85359682831609e-28,4.14320227547515e-08,0.0004544562603923,1.74212565283319e-07,-0.251500730632172,-0.170012831635955,NA
"431",431,"10",6274873,6275077,205,"*",3,1.59976681924563e-47,7.93968893297241e-08,4.10305613134315e-05,1.77250428067903e-07,0.494646358622928,0.129588327516624,"PFKFB3"
